normalized_label,label,language,required_cohort,prior_entity_slugs,prior_mechanisms,prior_occurrences,decision,disposition_code,entity_slug,attributes_json,reviewer,review_batch,rationale,source_citation
tomato paste,tomato paste,und,,tomato-paste,attribute_alias,391,retain,D2,tomato-paste,"{""form"":""paste"",""variety"":""tomato""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
tomato sauce,Tomato sauce,und,,tomato-sauce,exact_alias,78,retain,D2,tomato-sauce,"{""variety"":""tomato""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
tomatoes,tomatoes,en,,tomato,exact_alias,310,retain,D1,tomato,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
tortilla chips,Tortilla chips,und,,tortilla-chips,exact_alias,59,retain,D1,tortilla-chips,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
unsalted butter,unsalted butter,en,,butter,attribute_alias,2595,retain,D2,butter,"{""saltedness"":""unsalted""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
uova,uova,it,it,egg,attribute_alias,398,retain,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
uovo,uovo,it,it,egg,attribute_alias,216,retain,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vanilla,Vanilla,und,,vanilla,exact_alias,17,retain,D1,vanilla,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vanilla extract,Vanilla Extract,und,,vanilla-extract,exact_alias,354,retain,D1,vanilla-extract,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vanilla pod,Vanilla Pod,en,,vanilla,attribute_alias,112,retain,D2,vanilla,"{""form"":""pod""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vanilla sugar,Vanilla Sugar,und,,vanilla-sugar,exact_alias,58,retain,D1,vanilla-sugar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vanillezucker,Vanillezucker,de,de,vanilla-sugar,exact_alias,201,retain,D1,vanilla-sugar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vegetable,Vegetable,und,,vegetable,exact_alias,7,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vegetable broth,Vegetable Broth,en,,stock,attribute_alias,34,retain,D2,stock,"{""variety"":""vegetable""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vegetable oil,Vegetable Oil,en,,oil,attribute_alias,788,retain,D2,oil,"{""variety"":""vegetable""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vegetable stock,Vegetable Stock,en,,stock,attribute_alias,78,retain,D2,stock,"{""variety"":""vegetable""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vegetable stock paste,vegetable stock paste,en,,stock-paste,attribute_alias,415,retain,D2,stock-paste,"{""form"":""paste"",""variety"":""vegetable""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vegetables,Vegetables,und,,vegetable,attribute_alias,16,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
vinegar,Vinegar,und,,vinegar,exact_alias,217,retain,D1,vinegar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
walnuts,Walnuts,und,,walnut,attribute_alias,133,retain,D1,walnut,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
wasser,Wasser,de,de,water,exact_alias,3091,retain,D1,water,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
water,Water,und,,water,exact_alias,6616,retain,D1,water,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
weizenmehl,Weizenmehl,de,de,flour,attribute_alias,145,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
wheat flour,wheat flour,en,,flour,attribute_alias,57,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
whipping cream,whipping cream,en,,cream,attribute_alias,207,retain,D2,cream,"{""cream_class"":""whipping""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
white chocolate,White chocolate,und,,white-chocolate,exact_alias,135,retain,D2,white-chocolate,"{""chocolate_class"":""white""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
white onion,white onion,en,,onion,attribute_alias,49,retain,D2,onion,"{""variety"":""white""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
white onions,white onions,en,,onion,attribute_alias,47,retain,D2,onion,"{""variety"":""white""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
white pepper,White Pepper,en,,pepper,attribute_alias,44,retarget,D2,piper-pepper,"{""variety"":""white""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
white sugar,White Sugar,en,,sugar,attribute_alias,445,retain,D2,sugar,"{""refinement"":""white""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
white wine vinegar,White Wine Vinegar,en,,vinegar,attribute_alias,195,retain,D2,vinegar,"{""variety"":""white_wine""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
whole milk,whole milk,en,,milk,attribute_alias,643,retain,D2,milk,"{""fat_content"":""whole"",""form"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
wine,Wine,und,,wine,exact_alias,2,retain,D1,wine,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
woda,Woda,pl,pl,water,exact_alias,27,retain,D1,water,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
wody,Wody,pl,pl,water,exact_alias,445,retain,D1,water,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
worcestershire sauce,Worcestershire Sauce,und,,worcestershire-sauce,exact_alias,260,retain,D1,worcestershire-sauce,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
yellow mustard,Yellow mustard,und,,yellow-mustard,exact_alias,22,retain,D1,yellow-mustard,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
yellow onion,yellow onion,en,,onion,attribute_alias,131,retain,D2,onion,"{""variety"":""yellow""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
yellow onions,yellow onions,en,,onion,attribute_alias,351,retain,D2,onion,"{""variety"":""yellow""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
zimt,Zimt,de,de,cinnamon,exact_alias,292,retain,D1,cinnamon,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
zitronensaft,Zitronensaft,de,de,lemon-juice,exact_alias,834,retain,D1,lemon-juice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
zucchero,zucchero,it,it,sugar,exact_alias,278,retain,D1,sugar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
zucchero a velo,zucchero a velo,it,it,sugar,attribute_alias,36,retain,D2,sugar,"{""refinement"":""powdered""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
zucchini,Zucchini,und,,zucchini,exact_alias,514,retain,D1,zucchini,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
zucker,Zucker,de,de,sugar,exact_alias,2250,retain,D1,sugar,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
zumo de limón,zumo de limón,es,es,lemon-juice,exact_alias,76,retain,D1,lemon-juice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
zwiebel,Zwiebel,de,de,onion,exact_alias,591,retain,D1,onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
zwiebeln,Zwiebeln,de,de,onion,exact_alias,920,retain,D1,onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
água,Água,pt,pt,water,exact_alias,1428,retain,D1,water,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
échalotes,échalotes,fr,fr,shallot,exact_alias,55,retain,D1,shallot,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
öl,Öl,de,de,oil,exact_alias,914,retain,D1,oil,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
œuf,œuf,fr,fr,egg,attribute_alias,291,retain,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
œufs,œufs,fr,fr,egg,attribute_alias,647,retain,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
