id,polarity,label,language,expected_status,expected_entity_slug,expected_attributes,context,source_citation,reviewer,rationale
critical-negative-120,negative,green bell pepper,en,accepted,bell-pepper,"{""variety"":""green""}",{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-121,negative,yellow bell pepper,en,accepted,bell-pepper,"{""variety"":""yellow""}",{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-122,negative,fresh red chilli,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-123,negative,red chilli pepper,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-124,negative,green chilli pepper,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-125,negative,jalapeño pepper,en,accepted,jalapeno-pepper,"{""variety"":""jalapeno""}",{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-126,negative,banana pepper,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-127,negative,sweet pepper,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-128,negative,roasted red pepper,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-129,negative,pickled red pepper,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-130,negative,capsicum pepper,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-131,negative,hazelnut milk,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-132,negative,almond milk,en,accepted,milk-alternative,"{""variety"":""almond""}",{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-133,negative,oat milk,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-134,negative,rice milk,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-135,negative,soy milk,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-136,negative,coconut milk,en,accepted,coconut-milk,"{""variety"":""coconut""}",{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-137,negative,cashew milk,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-138,negative,pea milk,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-139,negative,hemp milk,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-140,negative,macadamia milk,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-141,negative,food,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-142,negative,ingredient,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-143,negative,plant derived,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-144,negative,animal derived,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-145,negative,vegetable,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-146,negative,fruit,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-147,negative,herb,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-148,negative,spice,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-149,negative,nut,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-150,negative,seed,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-151,negative,grain,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-152,negative,dairy,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-153,negative,condiment,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-154,negative,beverage,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-155,negative,meal,en,unresolved,,{},{},corrective request mandatory negative set,operator-corrective-review-v2,Exact reviewed critical outcome
critical-negative-pt-legumes,negative,legumes,pt,unresolved,,{},"{""cohort"":""pt""}",corrective request PT legume,operator-corrective-review-v2,PT wording is not pulse identity
critical-negative-ro-legume,negative,legume,ro,unresolved,,{},"{""cohort"":""ro""}",corrective request RO legume,operator-corrective-review-v2,RO wording is not pulse identity
critical-negative-salsa-no-owner-evidence,negative,salsa,pt,unresolved,,{},"{""cohort"":""pt""}",corrective request provider scope,operator-corrective-review-v2,Cohort alone cannot accept salsa
critical-negative-salsa-wrong-owner-evidence,negative,salsa,pt,unresolved,,{},"{""cohort"":""pt"",""provider_review_key"":""wrong-owner""}",corrective request provider scope,operator-corrective-review-v2,Another owner's provider evidence cannot leak
critical-denied-rule-19,negative,salsa de soja,en,unresolved,,{},{},taxonomy_match_rules.id=19,operator-corrective-review-v2,Denied v3 identity mechanism must not resolve
critical-denied-rule-27,negative,fresh jalapeño chilli,en,unresolved,,{},{},taxonomy_match_rules.id=27,operator-corrective-review-v2,Denied v3 identity mechanism must not resolve
critical-denied-rule-57,negative,rice flour,en,unresolved,,{},{},taxonomy_match_rules.id=57,operator-corrective-review-v2,Denied v3 identity mechanism must not resolve
critical-denied-rule-71,negative,spring onions shallots,en,unresolved,,{},{},taxonomy_match_rules.id=71,operator-corrective-review-v2,Denied v3 identity mechanism must not resolve
critical-denied-rule-98,negative,bitter çikolata,en,unresolved,,{},{},taxonomy_match_rules.id=98,operator-corrective-review-v2,Denied v3 identity mechanism must not resolve
critical-denied-rule-99,negative,cardamom pods,en,unresolved,,{},{},taxonomy_match_rules.id=99,operator-corrective-review-v2,Denied v3 identity mechanism must not resolve
